" ","VGCPastes Repository (Champions M-A Featured Teams!)","","","","","","","","","","","","","","","","","","","","","","326","","","","","Total Creator Count: ","243","","","Teams with Rentals: ","169","","","","","Teams included here:
International/Regional: Day 2
Local: Top 4
Special Online Tour: Top Cut","","Ladder: Top 300 Champions Tier (End of season), Top 100 Peak
Online Tour (200+ Players): Top 16
Online Tour (100+ Players): Top 8
Online Tour: Top 4
","","","","","",""
"PC514","Special Online Tour","TKL_VGC's Grand Champions Festival Top 32 Team","","TKL_VGC","","","","Floettite","","","Sitrus Berry","","","Focus Sash","","","Chople Berry","","","Leftovers","","","Choice Scarf","","https://pokepast.es/215eaff87c914c14","Yes","Extracted","X","None","26 Apr 2026","Grand Champions Festival","17th","https://x.com/TKL_VGC/status/2048559951887695953","-","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","TKL_VGC","","Floette-Eternal-Mega","Incineroar","Basculegion","Maushold","Corviknight","Garchomp","","",""
"PC513","Special Online Tour","KazVGC's Grand Champions Festival Top 32 Team","","KazVGC","","","","Aerodactylite","","","Froslassite","","","Focus Sash","","","White Herb","","","Chople Berry","","","Sitrus Berry","","https://pokepast.es/45327d2faa468338","Yes","Extracted","✔","4LR1GT6T2K","26 Apr 2026","Grand Champions Festival","18th","https://x.com/KazVGC/status/2048515189801168996","-","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","KazVGC","","Aerodactyl-Mega","Froslass-Mega","Basculegion","Sneasler","Kingambit","Garchomp","","",""
"PC512","Special Online Tour","Dimsunlight's Grand Champions Festival Top 32 Team","","Toler Webb","","","","Gardevoirite","","I","","","","Sitrus Berry","","","Focus Sash","","","Chople Berry","","","Choice Scarf","","https://pokepast.es/b0269cbcfc353679","Yes","Owner's","✔","3C42HQNXFT","26 Apr 2026","Grand Champions Festival","19th","https://x.com/dimsunlight/status/2048761816738627684?s=46","-","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","dimsunlight","","Gardevoir-Mega","Talonflame","Basculegion","Maushold","Kingambit","Garchomp","","",""
"PC511","Special Online Tour","bsmiffy's Grand Champions Festival Top 32 Team","","Brady Smith","","","","Gengarite","","","Sitrus Berry","","","Mystic Water","","","Leftovers","","","Focus Sash","","","Choice Scarf","","https://pokepast.es/69b1b7b3ab85c823","Yes","Extracted","✔","6G4HMAS4VQ","26 Apr 2026","Grand Champions Festival","20th","https://x.com/vgccorner/status/2048496428310294976?s=46","-","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","vgccorner","","Gengar-Mega","Incineroar","Palafin","Pelipper","Maushold","Hydreigon","","",""
"PC510","Special Online Tour","adit's Grand Champions Festival Top 32 Team","","Adit Selvaraj","","","","Aerodactylite","","","Charizardite Y","","","Focus Sash","","","Chople Berry","","","Fairy Feather","","","Soft Sand","","https://pokepast.es/6ebd027a7dc1038d","Yes","Owner's","✔","PS3SMNQD9J","26 Apr 2026","Grand Champions Festival","23rd","https://x.com/wellspringmask/status/2048478762296025549","-","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","wellspringmask","","Aerodactyl-Mega","Charizard","Basculegion","Kingambit","Sylveon","Garchomp","","",""
"PC509","Special Online Tour","MrbozzSSB's Grand Champions Festival Top 32 Team","","MrbozzSSB","","","","Gardevoirite","","","Chople Berry","","","Sitrus Berry","","","Focus Sash","","","Spell Tag","","","Soft Sand","","https://pokepast.es/c908baf18e1efe88","Yes","Owner's","✔","EN2AYEX4Q5","26 Apr 2026","Grand Champions Festival","25th","https://x.com/MrbozzSSB/status/2048508094393532868","-","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","MrbozzSSB","","Gardevoir-Mega","Incineroar","Rotom-Wash","Aerodactyl","Aegislash","Garchomp","","",""
"PC508","Special Online Tour","HamanVGC's Grand Champions Festival Top 32 Team","","HamanVGC","","","","Scizorite","","","Charizardite X","","","Shuca Berry","","","Leftovers","","","White Herb","","","Sitrus Berry","","https://pokepast.es/798df4be5a9814e4","No","Extracted","X","None","26 Apr 2026","Grand Champions Festival","30th","https://x.com/HamanVGC/status/2048488051068805292","-","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","HamanVGC","","Scizor-Mega","Charizard","Incineroar","Milotic","Sneasler","Sinistcha","","",""
"PC507","Special Online Tour","Mava's Grand Champions Festival Top 64 Team","","Matteo Ballini","","","","Froslassite","","","Choice Scarf","","","Focus Sash","","","Leftovers","","","White Herb","","","Chople Berry","","https://pokepast.es/545073e6331faa1a","Yes","Extracted","✔","0U00WE26GU","26 Apr 2026","Grand Champions Festival","33rd","fxtwitter.com/MavaVgc/status/2048518707584847955","-","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","MavaVgc","","Froslass-Mega","Arcanine-Hisui","Basculegion","Rotom-Wash","Sneasler","Kingambit","","",""
"PC506","Special Online Tour","SableyeVGC's Grand Champions Festival Top 64 Team","","Ryan Loseto","","","","Charizardite Y","","","Sitrus Berry","","","White Herb","","","Focus Sash","","","Chople Berry","","","Choice Scarf","","https://pokepast.es/08eca26bd71e3c9d","Yes","Owner's","✔","79ND35E2Y6","26 Apr 2026","Grand Champions Festival","36th","https://x.com/SableyeVGC/status/2048507206471979442","https://www.youtube.com/watch?v=2zoL5QufasE","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","SableyeVGC","","Charizard","Basculegion","Sneasler","Whimsicott","Kingambit","Garchomp","","",""
"PC505","Special Online Tour","Panda's Grand Champions Festival Top 64 Team","","Justin Tang","","","","Aerodactylite","","","Froslassite","","","Focus Sash","","","White Herb","","","Chople Berry","","","Sitrus Berry","","https://pokepast.es/40a57096e94986bd","Yes","Extracted","✔","L1WJ715QP9","27 Apr 2026","Grand Champions Festival","46th","https://x.com/unironicpanda/status/2048965413808087113?s=46","https://youtu.be/TVgdBk65r3M?si=Clf89cRemofMqoEI","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","unironicpanda","","Aerodactyl-Mega","Froslass-Mega","Basculegion","Sneasler","Kingambit","Garchomp","","",""
"PC504","Special Online Tour","Desu's Grand Champions Festival Top 64 Team","","Nico Davide Cognetta","","","","Scizorite","","","Tyranitarite","","","Sitrus Berry","","","Choice Scarf","","","Coba Berry","","","Leftovers","","https://pokepast.es/2c8e8408b57fd907","Yes","Extracted","✔","34G1VLF79J","26 Apr 2026","Grand Champions Festival","56th","https://x.com/DesuVGC/status/2048482825838469527","-","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","DesuVGC","","Scizor-Mega","Tyranitar-Mega","Incineroar","Rotom-Wash","Sinistcha","Kommo-o","","",""
"PC503","Special Online Tour","nerd of now's Grand Champions Festival Top 128 Team","","Alex Collins","","","","Scizorite","","","Sitrus Berry","","","Kasib Berry","","","Focus Sash","","","Choice Scarf","","","Dragon Fang","","https://pokepast.es/16bade86f8a66ee8","Yes","Extracted","✔","P5XN86VL6S","26 Apr 2026","Grand Champions Festival","67th","https://x.com/nerd_of_now/status/2048471070559097329?s=46","-","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","nerd_of_now","","Scizor-Mega","Incineroar","Basculegion","Pelipper","Rotom-Mow","Kommo-o","","",""
"PC502","Special Online Tour","StaxRigatoni's Grand Champions Festival Top 128 Team","","StaxRigatoni","","","","Starminite","","","Focus Sash","","","White Herb","","","Chople Berry","","","Spell Tag","","","Leftovers","","https://pokepast.es/c69adb1dda2cff20","Yes","Extracted","✔","43QAEVAY75","26 Apr 2026","Grand Champions Festival","86th","https://x.com/StaxRigatoni/status/2048486035139465556","-","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","StaxRigatoni","","Starmie-Mega","Pelipper","Sneasler","Maushold","Aegislash","Archaludon","","",""
"PC501","Special Online Tour","slothdiesel's Grand Champions Festival Top 128 Team","","slothdiesel","","","","Floettite","","","Magnet","","","Focus Sash","","","White Herb","","","Black Glasses","","","Soft Sand","","https://pokepast.es/75a93b5efdd4ff0f","Yes","Extracted","✔","KD2DP1BST4","26 Apr 2026","Grand Champions Festival","97th","https://x.com/slothdiesel/status/2048495584315936947","-","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","slothdiesel","","Floette-Eternal-Mega","Rotom-Wash","Aerodactyl","Sneasler","Kingambit","Garchomp","","",""
"PC500","Special Online Tour","Kaguya's Grand Champions Festival Top 128 Team","","Blake Falls","","","","Meganiumite","","","Sharpedonite","","","Sitrus Berry","","","Focus Sash","","","Choice Scarf","","","Colbur Berry","","https://pokepast.es/f9bd802469ee0389","Yes","Extracted","✔","SJ1H84FTML","28 Apr 2026","Grand Champions Festival","102nd","https://x.com/kaguyafalls/status/2049278012126892056?s=46","-","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","kaguyafalls","","Meganium-Mega","Sharpedo-Mega","Incineroar","Morpeko","Vanilluxe","Farigiraf","","",""
"PC499","Special Online Tour","parrobot7's Grand Champions Festival Top 128 Team","","parrobot7","","","","Lopunnite","","","Charizardite Y","","","Choice Scarf","","","Focus Sash","","","Chople Berry","","","Sitrus Berry","","https://pokepast.es/6d3b3d7889f6bc8b","Yes","Extracted","✔","YTRR18TF0L","25 Apr 2026","Grand Champions Festival","104th","https://x.com/Parrobot7/status/2048493827040645326","-","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","Parrobot7","","Lopunny-Mega","Charizard","Rotom-Wash","Venusaur","Kingambit","Garchomp","","",""
"PC498","Special Online Tour","MrPenguin93's Grand Champions Festival Top 128 Team","","Juan C. Ortiz","","","","Delphoxite","","","Passho Berry","","","Sitrus Berry","","","White Herb","","","Choice Scarf","","","Soft Sand","","https://pokepast.es/41edd0e41242b4db","Yes","Owner's","✔","UGGT0XKWK0","26 Apr 2026","Grand Champions Festival","118th","https://x.com/MrPenguin93/status/2048501473072533550","-","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","MrPenguin93","","Delphox-Mega","Incineroar","Rotom-Wash","Sneasler","Ninetales-Alola","Garchomp","","",""
"PC497","Special Online Tour","delucieous' Grand Champions Festival Top 256 Team","","delucieous","","","","Delphoxite","","","Floettite","","","Focus Sash","","","White Herb","","","Chople Berry","","","Choice Scarf","","https://pokepast.es/a823a05c33f536ab","No","Extracted","X","None","26 Apr 2026","Grand Champions Festival","133rd","https://x.com/delucieous/status/2048487251105984856","-","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","delucieous","","Delphox-Mega","Floette-Eternal-Mega","Aerodactyl","Sneasler","Kingambit","Garchomp","","",""
"PC496","Special Online Tour","thepostmanp's Grand Champions Festival Top 256 Team","","thepostmanp","","","","Gardevoirite","","","Kangaskhanite","","","White Herb","","","Leftovers","","","Focus Sash","","","Spell Tag","","https://pokepast.es/c3fec5eaa33ca49a","Yes","Owner's","✔","UVBYNYMDAH","26 Apr 2026","Grand Champions Festival","169th","https://x.com/thepostmanp/status/2048490364336542115?s=46","-","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","thepostmanp","","Gardevoir-Mega","Kangaskhan-Mega","Tauros-Paldea-Blaze","Milotic","Aerodactyl","Aegislash","","",""
"PC495","Special Online Tour","og_albina's Grand Champions Festival Top 256 Team","","og_albina","","","","Floettite","","","Charizardite Y","","","Focus Sash","","","White Herb","","","Black Glasses","","","Choice Scarf","","https://pokepast.es/604272de5e12abe2","Yes","Extracted","✔","W8GAMECJKX","25 Apr 2026","Grand Champions Festival","189th","https://x.com/og_albina/status/2048213046699741677?s=46","-","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","og_albina","","Floette-Eternal-Mega","Charizard","Aerodactyl","Sneasler","Kingambit","Garchomp","","",""
"PC494","Special Online Tour","elijahthazkid's Grand Champions Festival Top 256 Team","","Elijah Peeples","","","","Charizardite Y","","","Focus Sash","","","Chople Berry","","","Roseli Berry","","","Silk Scarf","","","Choice Scarf","","https://pokepast.es/4cc0c3fb2b21d008","Yes","Extracted","✔","GUKEL05U5C","27 Apr 2026","Grand Champions Festival","241st","https://x.com/elijahthazkid/status/2048593434219323402?s=46","-","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","elijahthazkid","","Charizard","Meowscarada","Watchog","Sableye","Farigiraf","Garchomp","","",""
"PC493","Special Online Tour","Daibaa's Grand Champions Festival Top 256 Team","","Daniel Nuñez","","","","Aerodactylite","","","Scovillainite","","","Focus Sash","","","White Herb","","","Chople Berry","","","Leftovers","","https://pokepast.es/0a39962f686ec549","Yes","Extracted","✔","00NC9M72J6","26 Apr 2026","Grand Champions Festival","246th","https://x.com/daibaa_/status/2048428573745103111?s=46","-","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","daibaa_","","Aerodactyl-Mega","Scovillain-Mega","Basculegion","Sneasler","Kingambit","Kommo-o","","",""
"PC492","Special Online Tour","Leunam's Grand Champions Festival Day 2 Team","","Manuel Barea","","","","Aerodactylite","","","Sitrus Berry","","","Focus Sash","","","White Herb","","","Spell Tag","","","Chople Berry","","https://pokepast.es/1e9b41c10ca0788b","Yes","Extracted","✔","VPBPRW4VBU","26 Apr 2026","Grand Champions Festival","292nd","https://x.com/ManuelBarea98/status/2048500985027264925","-","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","ManuelBarea98","","Aerodactyl-Mega","Rotom-Wash","Mamoswine","Sneasler","Aegislash","Hydreigon","","",""
"PC491","Special Online Tour","AndyLa's Grand Champions Festival Day 2 Team","","Andrew Lavigne","","","","Starminite","","","Sitrus Berry","","","Focus Sash","","","Choice Scarf","","","White Herb","","","Leftovers","","https://pokepast.es/8966569bf93d1684","Yes","Owner's","✔","1H69K705J0","26 Apr 2026","Grand Champions Festival","353rd","https://x.com/andylavgc/status/2048800450921513324?s=46","https://youtu.be/oO9vaNTUH2M?si=ymeuL6hMTRmM3h4J","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","andylavgc","","Starmie-Mega","Incineroar","Pelipper","Tsareena","Sneasler","Archaludon","","",""
"PC490","Special Online Tour","Blub's Grand Champions Festival Day 2 Team","","Devyn Powers","","","","Dragoninite","","","Scizorite","","","Sitrus Berry","","","Mystic Water","","","Focus Sash","","","White Herb","","https://pokepast.es/136cbae1756b0b4f","Yes","Extracted","✔","5NRAH2WVMM","26 Apr 2026","Grand Champions Festival","371st","https://x.com/blubvgc/status/2048417413725934069?s=46&t=WmXEnVa3rTSw0P9A0n6S3Q","-","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","blubvgc","","Dragonite-Mega","Scizor-Mega","Incineroar","Basculegion","Pelipper","Sneasler","","",""
"PC489","Special Online Tour","Kristian Mosquito's Grand Champions Festival Day 2 Team","","Kristian Mosquito","","","","Charizardite Y","","","Choice Scarf","","","Leftovers","","","White Herb","","","Black Glasses","","","Sitrus Berry","","https://pokepast.es/10c1e85a6f82a229","Yes","Owner's","✔","JPL745PD1U","27 Apr 2026","Grand Champions Festival","396th","https://x.com/MosquitoVGC/status/2048953225332527225","https://mosquitovgc.wordpress.com/2026/04/27/respect-the-odds-grand-champions-festival-day-2-team-report/","https://play.limitlesstcg.com/tournament/69c30ae236f5b5c303dbce1c/standings","MosquitoVGC","","Charizard","Basculegion","Milotic","Sneasler","Kingambit","Garchomp","","",""
"PC422","Special Online Tour","MiJa's Victory Road Champions Arena Champion Team","🥇","Hyungwoo Shin","","","","Charizardite Y","","","Chople Berry","","","Leftovers","","","Focus Sash","","","White Herb","","","Sitrus Berry","","https://pokepast.es/716dffe25a855236","Yes","Extracted","✔","SQMPYRW6BP","19 Apr 2026","Victory Road Champions Arena","Champion","https://x.com/CandyBong__Z/status/2045991628964585668?s=20","-","https://victoryroad.pro/vr-champions-arena/","CandyBong__Z","","Charizard","Incineroar","Milotic","Venusaur","Sneasler","Garchomp","","",""
"PC421","Special Online Tour","Tabu's Victory Road Champions Arena Runner Up Team","🥈","Jorge Tabuyo","","","","Tyranitarite","","","Charizardite X","","","Sitrus Berry","","","Leftovers","","","White Herb","","","Coba Berry","","https://pokepast.es/b469878d6dcd5e22","Yes","Extracted","✔","P08QQ5NU9C","19 Apr 2026","Victory Road Champions Arena","Runner Up","https://x.com/Tabu__24/status/2045981452706177411?s=20","-","https://victoryroad.pro/vr-champions-arena/","Tabu__24","","Tyranitar-Mega","Charizard","Incineroar","Milotic","Sneasler","Sinistcha","","",""
"PC420","Special Online Tour","Palo's Victory Road Champions Arena Top 4 Team","🥉","Juan Benítez","","","","Charizardite Y","","","White Herb","","","Focus Sash","","","Sitrus Berry","","","Black Glasses","","","Choice Scarf","","https://pokepast.es/a1ea30499afd4fa2","Yes","Extracted","✔","KN6SNLGUPA","19 Apr 2026","Victory Road Champions Arena","3rd","https://x.com/SoyPalo_/status/2045971513514262965?s=20","-","https://victoryroad.pro/vr-champions-arena/","SoyPalo_","","Charizard","Sneasler","Whimsicott","Farigiraf","Kingambit","Garchomp","","",""
"PC419","Special Online Tour","JoeUX9's Victory Road Champions Arena Top 4 Team","🥉","Joseph Ugarte","","","","Tyranitarite","","","Sitrus Berry","","","Focus Sash","","","Leftovers","","","White Herb","","","Choice Scarf","","https://pokepast.es/8a6a3f4b1601993a","No","Extracted","X","None","19 Apr 2026","Victory Road Champions Arena","4th","https://x.com/JoeUX9/status/2045974766499119240","-","https://victoryroad.pro/vr-champions-arena/","JoeUX9","","Tyranitar-Mega","Rotom-Wash","Excadrill","Corviknight","Mimikyu","Hydreigon","","",""
"PC418","Special Online Tour","PsychoR&R's Victory Road Champions Arena Top 8 Team","","PsychoR&R","","","","Charizardite Y","","","White Herb","","","Charcoal","","","Sitrus Berry","","","Black Glasses","","","Fairy Feather","","https://pokepast.es/afc2e41eb4dc8b35","Yes","Owner's","✔","PJ4HB1DNPE","19 Apr 2026","Victory Road Champions Arena","5th","https://x.com/psyr_r/status/2046048691434430670?s=46","-","https://victoryroad.pro/vr-champions-arena/","psyr_r","","Charizard-Mega-Y","Incineroar","Torkoal","Farigiraf","Kingambit","Hatterene","","",""
"PC417","Special Online Tour","Pedro Martínez's Victory Road Champions Arena Top 8 Team","","Pedro Martínez","","","","Aerodactylite","","","Froslassite","","","Focus Sash","","","White Herb","","","Chople Berry","","","Sitrus Berry","","https://pokepast.es/fc30b63018274944","No","Extracted","X","None","19 Apr 2026","Victory Road Champions Arena","6th","https://x.com/pmc21vgc","-","https://victoryroad.pro/vr-champions-arena/","Manual Entry","","Aerodactyl-Mega","Froslass-Mega","Basculegion","Sneasler","Kingambit","Garchomp","","",""
"PC416","Special Online Tour","Francesco Iozzia's Victory Road Champions Arena Top 8 Team","","Francesco Iozzia","","","","Scizorite","","","Charizardite X","","","Shuca Berry","","","Leftovers","","","Focus Sash","","","Sitrus Berry","","https://pokepast.es/47c0a153d7454020","No","Extracted","X","None","19 Apr 2026","Victory Road Champions Arena","7th","https://x.com/youngniva","-","https://victoryroad.pro/vr-champions-arena/","Manual Entry","","Scizor-Mega","Charizard","Incineroar","Milotic","Sneasler","Sinistcha","","",""
"PC415","Special Online Tour","William Brown's Victory Road Champions Arena Top 8 Team","","William Brown","","","","Meganiumite","","","Choice Scarf","","","Focus Sash","","","White Herb","","","Colbur Berry","","","Black Glasses","","https://pokepast.es/f5ac5d30fedb98d5","No","Extracted","X","None","19 Apr 2026","Victory Road Champions Arena","8th","https://x.com/WillBrown_vgc","-","https://victoryroad.pro/vr-champions-arena/","Manual Entry","","Meganium-Mega","Basculegion","Aerodactyl","Sneasler","Farigiraf","Kingambit","","",""
"PC414","Special Online Tour","Conan Yoshikawa's Victory Road Champions Arena Top 16 Team","","Conan Yoshikawa","","","","Floettite","","","Charizardite Y","","","Choice Scarf","","","Sitrus Berry","","","Chople Berry","","","Soft Sand","","https://pokepast.es/6d8d8c857f2c380b","No","Extracted","X","None","19 Apr 2026","Victory Road Champions Arena","9th","https://x.com/conanyk","-","https://victoryroad.pro/vr-champions-arena/","Manual Entry","","Floette-Eternal-Mega","Charizard","Basculegion","Aerodactyl","Kingambit","Garchomp","","",""
"PC413","Special Online Tour","Calculus' Victory Road Champions Arena Top 16 Team","","Calculus","","","","Floettite","","","Scizorite","","","Sitrus Berry","","","Focus Sash","","","White Herb","","","Kasib Berry","","https://pokepast.es/8cf94e529fa85950","No","Extracted","X","None","19 Apr 2026","Victory Road Champions Arena","10th","https://x.com/CalcVGC/status/2045955097801429235","-","https://victoryroad.pro/vr-champions-arena/","CalcVGC","","Floette-Eternal-Mega","Scizor-Mega","Incineroar","Aerodactyl","Sneasler","Sinistcha","","",""
"PC412","Special Online Tour","Pablo Rico's Victory Road Champions Arena Top 16 Team","","Pablo Rico","","","","Floettite","","","Sitrus Berry","","","Choice Scarf","","","Focus Sash","","","Spell Tag","","","Haban Berry","","https://pokepast.es/f3124d9c358c453b","Yes","Extracted","✔","XPPGN8S1NV","19 Apr 2026","Victory Road Champions Arena","11th","https://x.com/Logane_____/status/2045961883354542215","-","https://victoryroad.pro/vr-champions-arena/","Logane_____","","Floette-Eternal-Mega","Incineroar","Rotom-Wash","Aerodactyl","Aegislash","Garchomp","","",""
"PC411","Special Online Tour","Clipperz's VR Champions Arena Top 16 Team","","Aaron Brok","","","","Aerodactylite","","","Scizorite","","","Sitrus Berry","","","Leftovers","","","Colbur Berry","","","Haban Berry","","https://pokepast.es/a55213bef01d70dc","No","Extracted","X","None","19 Apr 2026","VR Champions Arena","13th","https://x.com/clipperz1235/status/2045932619880349874?s=46","-","https://victoryroad.pro/vr-champions-arena/","clipperz1235","","Aerodactyl-Mega","Scizor-Mega","Volcarona","Milotic","Sinistcha","Hydreigon","","",""
"PC410","Special Online Tour","MichaelderBeste's Victory Road Champions Arena Top 16 Team","","Michael Kelsch","","","","Gengarite","","","Tyranitarite","","","Sitrus Berry","","","Shuca Berry","","","Choice Scarf","","","Dragon Fang","","https://pokepast.es/203c5b20ebd29c48","Yes","Extracted","✔","YE9GK4T2ME","19 Apr 2026","Victory Road Champions Arena","15th","https://x.com/MichaelderBeste/status/2045928128900379113?s=20","-","https://victoryroad.pro/vr-champions-arena/","MichaelderBeste","","Gengar-Mega","Tyranitar-Mega","Rotom-Wash","Tinkaton","Garchomp","Kommo-o","","",""
"PC409","Special Online Tour","Dimsunlight's Victory Road Champions Arena Top 16 Team","","Toler Webb","","","","Gardevoirite","","I","","","","Sitrus Berry","","","Chople Berry","","","Black Glasses","","","Haban Berry","","https://pokepast.es/ac507d7eb6aaef4e","Yes","Extracted","✔","41J9L9551Y","19 Apr 2026","Victory Road Champions Arena","16th","https://x.com/Dimsunlight/status/2045942941336682561?s=20","-","https://victoryroad.pro/vr-champions-arena/","Dimsunlight","","Gardevoir-Mega","Talonflame","Rotom-Wash","Maushold","Kingambit","Garchomp","","",""
"PC408","Special Online Tour","SeaWolfMikes' Victory Road Champions Arena Top 32 Team","","SeaWolfMikes","","","","Floettite","","","Charti Berry","","","Choice Scarf","","","Chople Berry","","","Black Glasses","","","Lum Berry","","https://pokepast.es/789826615054fc39","Yes","Extracted","✔","J44VT5T0PN","19 Apr 2026","Victory Road Champions Arena","24th","https://x.com/SeaWolfMikes/status/2045926984627183957?s=20","-","https://victoryroad.pro/vr-champions-arena/","SeaWolfMikes","","Floette-Eternal-Mega","Talonflame","Basculegion","Maushold-Four","Kingambit","Garchomp","","",""
"PC407","Special Online Tour","Teka's Victory Road Champions Arena Top 32 Team","","Juan Manuel Santizo","","","","Floettite","","","Shuca Berry","","","Sitrus Berry","","","Choice Scarf","","","Spell Tag","","","Lum Berry","","https://pokepast.es/8d2733d708020a05","Yes","Extracted","✔","RURWUBCK33","19 Apr 2026","Victory Road Champions Arena","25th","https://x.com/TeKaVGC/status/2045937580294737962?s=20","-","https://victoryroad.pro/vr-champions-arena/","TeKaVGC","","Floette-Eternal-Mega","Incineroar","Volcarona","Rotom-Wash","Aegislash","Garchomp","","",""
"PC406","Special Online Tour","sudoz's Victory Road Champions Arena Top 64 Team","","sudoz","","","","Meganiumite","","","Choice Scarf","","","Focus Sash","","","White Herb","","","Colbur Berry","","","Black Glasses","","https://pokepast.es/a22b4e8e112bd57c","Yes","Owner's","✔","B7RVKAN06B","19 Apr 2026","Victory Road Champions Arena","36th","https://x.com/sudozz/status/2045997730049220687?s=46&t=WmXEnVa3rTSw0P9A0n6S3Q","https://docs.google.com/document/d/1ESXzzRsXu1cOsc8hpSItGblvNd_YrYEmzjvlF6qYqzU/edit?tab=t.0","https://victoryroad.pro/vr-champions-arena/","sudozz","","Meganium-Mega","Basculegion","Aerodactyl","Sneasler","Farigiraf","Kingambit","","",""
"PC405","Special Online Tour","VGCLuca's Victory Road Champions Arena Top 64 Team","","VGCLuca","","","","Delphoxite","","","Floettite","","","Focus Sash","","","Chople Berry","","","Spell Tag","","","White Herb","","https://pokepast.es/c567bcaad98c2e30","Yes","Owner's","✔","P7CUS0MUMT","19 Apr 2026","Victory Road Champions Arena","50th","https://x.com/VGCLuca/status/2045929655610319053?s=20","-","https://victoryroad.pro/vr-champions-arena/","VGCLuca","","Delphox-Mega","Floette-Mega","Aerodactyl","Maushold","Aegislash","Garchomp","","",""
"PC404","Special Online Tour","ChessBoard's Victory Road Champions Arena Top 64 Team","","Mason Cutler","","","","Slowbronite","","","Focus Sash","","","White Herb","","","Sitrus Berry","","","Black Glasses","","","Leftovers","","https://pokepast.es/bd34d36ebdafdfe6","Yes","Extracted","✔","DC475VR96K","22 Apr 2026","Victory Road Champions Arena","56th","https://x.com/chessboard__/status/2046672686399574309?s=46","-","https://victoryroad.pro/vr-champions-arena/","chessboard__","","Slowbro-Mega","Glimmora","Sneasler","Sinistcha","Kingambit","Kommo-o","","",""
"PC403","Special Online Tour","KeanuVGC's Victory Road Champions Arena Top 128 Team","","Keanu Inosanto","","","","Dragoninite","","","Scizorite","","","Sitrus Berry","","","Choice Scarf","","","Leftovers","","","White Herb","","https://pokepast.es/174fb4599deb2ff1","Yes","Extracted","✔","T9779X4P4V","19 Apr 2026","Victory Road Champions Arena","76th","https://x.com/keanuinosanto/status/2046060531371651294?s=46","-","https://victoryroad.pro/vr-champions-arena/","keanuinosanto","","Dragonite-Mega","Scizor-Mega","Incineroar","Basculegion","Politoed","Sneasler","","",""
"PC402","Special Online Tour","Leunam's Victory Road Champions Arena Top 128 Team","","Manuel Barea","","","","Heracronite","","","Charizardite Y","","","Sitrus Berry","","","Chople Berry","","","Focus Sash","","","Roseli Berry","","https://pokepast.es/f46e8c179f42a9b7","Yes","Extracted","✔","QA4AVGAKF0","23 Apr 2026","Victory Road Champions Arena","94th","https://x.com/ManuelBarea98/status/2047283257541058778?s=20","-","https://victoryroad.pro/vr-champions-arena/","ManuelBarea98","","Heracross-Mega","Charizard","Incineroar","Maushold","Whimsicott","Garchomp","","",""
"PC401","Special Online Tour","didivgc's Victory Road Champions Arena Top 128 Team","","didivgc","","","","Floettite","","","Scizorite","","","Shuca Berry","","","Focus Sash","","","White Herb","","","Sitrus Berry","","https://pokepast.es/09e9393ed0ad24d0","Yes","Extracted","✔","XC7STMYNM2","19 Apr 2026","Victory Road Champions Arena","105th","https://x.com/didivgc/status/2045887927511577026?s=46&t=WmXEnVa3rTSw0P9A0n6S3Q","-","https://victoryroad.pro/vr-champions-arena/","didivgc","","Floette-Eternal-Mega","Scizor-Mega","Incineroar","Aerodactyl","Sneasler","Sinistcha","","",""
